customer_city,customer_state,customer_count
castro alves,BA,1
catarina,CE,1
catu de abrantes,BA,1
caxingo,PI,1
cedral,MA,1
cedro do abaete,MG,1
ceilandia,DF,1
centenario,TO,1
central de santa helena,MG,1
cerejeiras,RO,1
cerrito,RS,1
cerro grande,RS,1
cerro grande do sul,RS,1
cezarina,GO,1
cha de alegria,PE,1
cha grande,PE,1
chale,MG,1
chapadao do lageado,SC,1
charrua,RS,1
chaval,CE,1
chaveslandia,MG,1
chiapetta,RS,1
chorrocho,BA,1
cipo,BA,1
cipo-guacu,SP,1
claraval,MG,1
claro dos pocoes,MG,1
clementina,SP,1
coari,AM,1
cocais,MG,1
cocalzinho de goias,GO,1
cocos,BA,1
coimbra,MG,1
colmeia,TO,1
combinado,TO,1
comercinho,MG,1
conceicao do almeida,BA,1
conceicao do caninde,PI,1
conceicao do formoso,MG,1
condeuba,BA,1
congonhinhas,PR,1
conquista d'oeste,MT,1
conrado,RJ,1
constantina,RS,1
contenda,PR,1
coqueiros do sul,RS,1
coracao de maria,BA,1
corbelia,PR,1
cordeiros,BA,1
coreau,CE,1
corguinho,MS,1
coroaci,MG,1
coroados,SP,1
coronel domingos soares,PR,1
coronel freitas,SC,1
coronel joao pessoa,RN,1
coronel macedo,SP,1
coronel sapucaia,MS,1
corrego do ouro,RJ,1
correntes,PE,1
costa marques,RO,1
cotegipe,BA,1
cotipora,RS,1
cravolandia,BA,1
crissiumal,RS,1
cristiano otoni,MG,1
cristinapolis,SE,1
cristopolis,BA,1
croata,CE,1
crominia,GO,1
cruz machado,PR,1
cruzeiro da fortaleza,MG,1
cruzeiro do sul,RS,1
cubati,PB,1
cuite velho,MG,1
cumari,GO,1
cupira,PE,1
curralinho,PA,1
cururupu,MA,1
delfim moreira,MG,1
demerval lobao,PI,1
denise,MT,1
deodapolis,MS,1
descoberto,MG,1
desembargador otoni,MG,1
desterro de entre rios,MG,1
dezesseis de novembro,RS,1
diamante d'oeste,PR,1
dias d avila,BA,1
diogo de vasconcelos,MG,1
divinopolis de goias,GO,1
divinopolis do tocantins,TO,1
divisa alegre,MG,1
divisa nova,MG,1
doce grande,PR,1
dois riachos,AL,1
dom cavati,MG,1
dom joaquim,MG,1
dom macedo costa,BA,1
domiciano ribeiro,GO,1
dona emma,SC,1
dores de guanhaes,MG,1
douradina,PR,1
dourado,CE,1
doverlandia,GO,1
duas barras,RJ,1
duere,TO,1
elisiario,SP,1
embauba,SP,1
engenheiro beltrao,PR,1
engenheiro navarro,MG,1
entre rios,BA,1
epitaciolandia,AC,1
erebango,RS,1
erval grande,RS,1
esmeralda,RS,1
esperantina,TO,1
espigao,SP,1
estiva,MG,1
estrela d'oeste,SP,1
estrela do indaia,MG,1
estrela do sul,MG,1
estrela velha,RS,1
eugenio de castro,RS,1
ewbank da camara,MG,1
fagundes,PB,1
farol,PR,1
fatima,TO,1
fatima do sul,MS,1
faxinalzinho,RS,1
fazenda vilanova,RS,1
felicio dos santos,MG,1
felipe guerra,RN,1
felisburgo,MG,1
felixlandia,MG,1
feliz deserto,AL,1
feliz natal,MT,1
fenix,PR,1
fernao,SP,1
ferreiros,PE,1
figueiropolis d'oeste,MT,1
filadelfia,BA,1
flora rica,SP,1
florai,PR,1
flores,CE,1
flores,PE,1
flores de goias,GO,1
florestopolis,PR,1
florinia,SP,1
fonseca,MG,1
fontoura xavier,RS,1
formigueiro,RS,1
formosa da serra negra,MA,1
formosa do oeste,PR,1
formoso,GO,1
formoso,MG,1
forquilha,CE,1
fortaleza dos valos,RS,1
foz do jordao,PR,1
fragosos,SC,1
francisco dantas,RN,1
francisco santos,PI,1
frei gaspar,MG,1
frei rogerio,SC,1
frutuoso gomes,RN,1
galia,SP,1
galvao,SC,1
gameleiras,MG,1
general maynard,SE,1
gilbues,PI,1
glaura,MG,1
glicerio,RJ,1
glicerio,SP,1
gloria do goita,PE,1
godoy moreira,PR,1
goiabeira,MG,1
goiandira,GO,1
goianesia do para,PA,1
goncalves dias,MA,1
gongogi,BA,1
governador dix-sept rosado,RN,1
governador eugenio barros,MA,1
gramado xavier,RS,1
grao mogol,MG,1
groairas,CE,1
guabiju,RS,1
guairaca,PR,1
guamare,RN,1
guape,MG,1
guarapua,SP,1
guaraquecaba,PR,1
guaratinga,BA,1
guarda-mor,MG,1
guassusse,CE,1
guatapara,SP,1
guia lopes da laguna,MS,1
guinda,MG,1
guzolandia,SP,1
heliopolis,BA,1
herveiras,RS,1
hidrolandia,GO,1
humberto de campos,MA,1
humildes,BA,1
iacri,SP,1
ibarama,RS,1
ibateguara,AL,1
ibema,PR,1
ibertioga,MG,1
ibiara,PB,1
ibiassuce,BA,1
ibicarai,BA,1
ibicuitinga,CE,1
ibimirim,PE,1
ibipeba,BA,1
ibiracatu,MG,1
ibirapua,BA,1
ibirataia,BA,1
ibitiara,BA,1
ibitira,BA,1
ibitita,BA,1
ibitiuva,SP,1
icarai de minas,MG,1
icatu,MA,1
ichu,BA,1
ielmo marinho,RN,1
igapora,BA,1
igarape-acu,PA,1
igaratinga,MG,1
igrapiuna,BA,1
iguai,BA,1
iguatu,PR,1
ilha dos valadares,PR,1
ilha grande,PI,1
ilicinea,MG,1
imbau,PR,1
imigrante,RS,1
inaja,PE,1
inaja,PR,1
inga,PB,1
ingai,MG,1
inhapi,AL,1
iomere,SC,1
ipaumirim,CE,1
ipecaeta,BA,1
ipiranga de goias,GO,1
ipiranga do norte,MT,1
ipiranga do sul,RS,1
ipuiuna,MG,1
iraucuba,CE,1
iretama,PR,1
ita,SC,1
itaara,RS,1
itabi,SE,1
itabirinha,MG,1
itacurussa,RJ,1
itagi,BA,1
itagiba,BA,1
itagimirim,BA,1
itaguacu,GO,1
itaguacu da bahia,BA,1
itaguari,GO,1
itaicaba,CE,1
itaju do colonia,BA,1
itamogi,MG,1
itanhem,BA,1
itaoca,ES,1
itaoca,SP,1
itaparica,BA,1
itape,BA,1
itapicuru,BA,1
itapirapua paulista,SP,1
itaporanga,PB,1
itaporanga d'ajuda,SE,1
itarema,CE,1
itatiba do sul,RS,1
itatinga,SP,1
itau,RN,1
itiquira,MT,1
itupiranga,PA,1
itutinga,MG,1
iuna,ES,1
ivai,PR,1
ivora,RS,1
jabora,SC,1
jacarau,PB,1
jacareacanga,PA,1
jacigua,ES,1
jacuipe,BA,1
jacuizinho,RS,1
jaguapita,PR,1
jaguaracu,MG,1
jaguarembe,RJ,1
jaguaribara,CE,1
jamapara,RJ,1
jandaia,GO,1
jandaira,BA,1
jandaira,RN,1
japaraiba,MG,1
japi,RN,1
japoata,SE,1
jardim,CE,1
jardim olinda,PR,1
jatauba,PE,1
jatoba,MA,1
jaua,BA,1
jaupaci,GO,1
jenipapo de minas,MG,1
jequeri,MG,1
jerico,PB,1
jeriquara,SP,1
jeronimo monteiro,ES,1
jesupolis,GO,1
jiquirica,BA,1
joaima,MG,1
joao camara,RN,1
joselandia,MA,1
jucas,CE,1
jundiai do sul,PR,1
junqueiro,AL,1
jupi,PE,1
juripiranga,PB,1
juru,PB,1
juruena,MT,1
juruti,PA,1
jussara,PR,1
jussari,BA,1
lages,CE,1
lagoa d'anta,RN,1
lagoa de velhos,RN,1
lagoa do mato,CE,1
lagoa do piaui,PI,1
lagoa dos patos,MG,1
lagoa real,BA,1
lagoa salgada,RN,1
lagoao,RS,1
lagoinha do piaui,PI,1
laje do muriae,RJ,1
lamarao,BA,1
laranja da terra,ES,1
laranjal,MG,1
laranjal,PR,1
lavras da mangabeira,CE,1
leandro ferreira,MG,1
lebon regis,SC,1
lencois,BA,1
leoberto leal,SC,1
leopolis,PR,1
lindoia do sul,SC,1
lindolfo collor,RS,1
loreto,MA,1
lourdes,SP,1
lucena,PB,1
luis correia,PI,1
luiziania,SP,1
lupionopolis,PR,1
luz,MG,1
macambira,SE,1
machacalis,MG,1
machados,PE,1
macuco de minas,MG,1
mae d'agua,PB,1
mae do rio,PA,1
magda,SP,1
mairi,BA,1
mairipotaba,GO,1
malhador,SE,1
mambai,GO,1
mamonas,MG,1
mampituba,RS,1
manaira,PB,1
mandaguacu,PR,1
manfrinopolis,PR,1
manoel urbano,AC,1
mansidao,BA,1
maquine,RS,1
mar vermelho,AL,1
maragogipe,BA,1
maranguape,CE,1
maranhaozinho,MA,1
maravilha,AL,1
marcelino vieira,RN,1
marcos parente,PI,1
marechal deodoro,AL,1
mariano moro,RS,1
maribondo,AL,1
mariental,PR,1
marilena,PR,1
marinopolis,SP,1
mariopolis,PR,1
marques de souza,RS,1
martinesia,MG,1
martins,RN,1
mata roma,MA,1
materlandia,MG,1
mato leitao,RS,1
mato rico,PR,1
matoes,MA,1
matriz de camaragibe,AL,1
matutina,MG,1
medicilandia,PA,1
meridiano,SP,1
mesquita,MG,1
messias targino,RN,1
milagres,BA,1
mimoso de goias,GO,1
minas do leao,RS,1
ministro andreazza,RO,1
mira estrela,SP,1
miraguai,RS,1
miraima,CE,1
mirante da serra,RO,1
miravania,MG,1
missao velha,CE,1
missi,CE,1
mocajuba,PA,1
mojui dos campos,PA,1
mombaca,CE,1
moncao,MA,1
monsenhor paulo,MG,1
monsenhor tabosa,CE,1
montadas,PB,1
montanhas,RN,1
montauri,RS,1
monte alegre,PA,1
monte alegre de sergipe,SE,1
monte alverne,RS,1
monte belo do sul,RS,1
monte bonito,RS,1
monte castelo,SC,1
monte castelo,SP,1
monte santo,BA,1
monteiropolis,AL,1
morada nova,PA,1
morpara,BA,1
morro da garca,MG,1
morro do pilar,MG,1
morro reuter,RS,1
morro vermelho,MG,1
mossamedes,GO,1
muniz freire,ES,1
murucupi,PA,1
mussurepe,RJ,1
mutum parana,RO,1
mutunopolis,GO,1
nacip raydan,MG,1
narandiba,SP,1
natividade,TO,1
nazare da mata,PE,1
nazareno,MG,1
nobres,MT,1
nossa senhora da gloria,SE,1
nossa senhora das dores,SE,1
nossa senhora das gracas,PR,1
nossa senhora de lourdes,SE,1
nossa senhora do remedio,SP,1
nova araca,RS,1
nova aurora,GO,1
nova aurora,PR,1
nova brasilandia d'oeste,RO,1
nova crixas,GO,1
nova esperanca do piria,PA,1
nova esperanca do sudoeste,PR,1
nova fatima,PR,1
nova guarita,MT,1
nova independencia,SP,1
nova ipixuna,PA,1
nova laranjeiras,PR,1
nova luzitania,SP,1
nova mamore,RO,1
nova olimpia,MT,1
nova padua,RS,1
nova redencao,BA,1
nova resende,MG,1
nova roma do sul,RS,1
nova santa barbara,PR,1
nova soure,BA,1
nova timboteua,PA,1
nova vicosa,BA,1
novais,SP,1
novo cabrais,RS,1
novo horizonte,SC,1
novo jardim,TO,1
novo lino,AL,1
novo mundo,MT,1
novo oriente de minas,MG,1
novo oriente do piaui,PI,1
novo planalto,GO,1
novo repartimento,PA,1
oeiras do para,PA,1
olaria,MG,1
oleo,SP,1
olindina,BA,1
oliveira dos brejinhos,BA,1
onda verde,SP,1
orizania,MG,1
oros,CE,1
osvaldo kroeff,RS,1
ourem,PA,1
ourizona,PR,1
ouro verde de goias,GO,1
ouro verde de minas,MG,1
pacotuba,ES,1
pacuja,CE,1
padre gonzales,RS,1
paial,SC,1
paiva,MG,1
palhano,CE,1
palmares paulista,SP,1
palmeira,SC,1
palmeira d oeste,SP,1
palmeiras,BA,1
palmeirinha,PR,1
palminopolis,GO,1
palmital,PR,1
palmopolis,MG,1
pancas,ES,1
panelas,PE,1
paracuru,CE,1
paraiso,SC,1
paraiso das aguas,MS,1
paraju,ES,1
paranapua,SP,1
paranhos,MS,1
parauna,GO,1
paripiranga,BA,1
paripueira,AL,1
parnarama,MA,1
passa tres,RJ,1
passo de camaragibe,AL,1
patis,MG,1
pato bragado,PR,1
patrocinio do muriae,MG,1
pau brasil,BA,1
pau d'arco,AL,1
pau d'arco,PA,1
paula candido,MG,1
paula freitas,PR,1
paulino neves,MA,1
paulista,PB,1
paulistania,SP,1
paulo lopes,SC,1
pavao,MG,1
pedra bela,SP,1
pedra branca,CE,1
pedra branca,PB,1
pedra do indaia,MG,1
pedra lavrada,PB,1
pedra preta,RN,1
pedranopolis,SP,1
pedro gomes,MS,1
pedro velho,RN,1
peixe,TO,1
pendencias,RN,1
pequi,MG,1
pequizeiro,TO,1
pereiro,CE,1
peri mirim,MA,1
perobal,PR,1
perola independente,PR,1
perpetuo socorro,MG,1
pescador,MG,1
pianco,PB,1
piao,RJ,1
picarras,SC,1
pilar,PB,1
pimenteiras,PI,1
pindai,BA,1
pindoba,AL,1
pindoretama,CE,1
pinhao,SE,1
pinheiros,SP,1
pinto bandeira,RS,1
pio ix,PI,1
piquerobi,SP,1
piracema,MG,1
pirai do norte,BA,1
pirambu,SE,1
pirapo,PR,1
piripa,BA,1
pitanga de estrada,PB,1
pitimbu,PB,1
placas,PA,1
planaltino,BA,1
planalto,RS,1
planalto,SP,1
pocao,PE,1
pocao de pedras,MA,1
pocoes,BA,1
polo petroquimico de triunfo,RS,1
pombos,PE,1
pontao,RS,1
ponte alta do norte,SC,1
pontes gestal,SP,1
ponto dos volantes,MG,1
porangaba,SP,1
portela,RJ,1
porto acre,AC,1
porto amazonas,PR,1
porto de pedras,AL,1
porto dos gauchos,MT,1
porto estrela,MT,1
porto franco,MA,1
porto grande,AP,1
porto lucena,RS,1
porto murtinho,MS,1
pouso novo,RS,1
praia grande,ES,1
pranchita,PR,1
prata,PB,1
pratapolis,MG,1
presidente alves,SP,1
presidente castello branco,SC,1
presidente kennedy,ES,1
presidente lucena,RS,1
presidente medici,MA,1
presidente nereu,SC,1
progresso,RS,1
propria,SE,1
prudencio thomaz,MS,1
pugmil,TO,1
putinga,RS,1
puxinana,PB,1
quatituba,MG,1
quatro pontes,PR,1
queiroz,SP,1
queluz,SP,1
querencia do norte,PR,1
quijingue,BA,1
quilometro 14 do mutum,ES,1
quipapa,PE,1
quitandinha,PR,1
quixada,PE,1
rancho alegre,PR,1
ravena,MG,1
rechan,SP,1
redencao da serra,SP,1
remigio,PB,1
reserva do iguacu,PR,1
retirolandia,BA,1
riachinho,MG,1
riacho da cruz,RN,1
riacho de santo antonio,PB,1
riachuelo,SE,1
ribas do rio pardo,MS,1
ribeiro junqueira,MG,1
ribeiropolis,SE,1
rinopolis,SP,1
rio das antas,SC,1
rio do oeste,SC,1
rio doce,MG,1
rio dos cedros,SC,1
rio dos indios,RS,1
rio espera,MG,1
rio formoso,PE,1
rio fortuna,SC,1
rio grande do piaui,PI,1
rio negro,MS,1
rio rufino,SC,1
rio verde,PR,1
riversul,SP,1
rodeio bonito,RS,1
rodelas,BA,1
rodolfo fernandes,RN,1
romelandia,SC,1
roncador,PR,1
rosario,MA,1
rosario do ivai,PR,1
rubelita,MG,1
rubiacea,SP,1
rubineia,SP,1
sabaudia,PR,1
saboeiro,CE,1
salinas da margarida,BA,1
salto da divisa,MG,1
salto grande,SP,1
salvador do sul,RS,1
sambaiba,MA,1
sandolandia,TO,1
sanga puita,MS,1
santa amelia,PR,1
santa barbara do para,PA,1
santa cecilia,PB,1
santa cruz de goias,GO,1
santa cruz do piaui,PI,1
santa cruz do prata,MG,1
santa cruz do timbo,SC,1
santa fe de minas,MG,1
santa filomena,PE,1
santa helena de minas,MG,1
santa ines,BA,1
santa isabel do rio preto,RJ,1
santa izabel do oeste,PR,1
santa lucia,PR,1
santa luzia,MA,1
santa luzia do norte,AL,1
santa luzia do parua,MA,1
santa maria,DF,1
santa maria,RJ,1
santa maria da boa vista,PE,1
santa maria do herval,RS,1
santa maria do salto,MG,1
santa maria do suacui,MG,1
santa mercedes,SP,1
santa rita,MA,1
santa rita da floresta,RJ,1
santa rita de jacutinga,MG,1
santa salete,SP,1
santa terezinha,SC,1
santana da vargem,MG,1
santana do deserto,MG,1
santana do jacare,MG,1
santana do sobrado,BA,1
santana dos montes,MG,1
santo andre,PB,1
santo antonio das queimadas,PE,1
santo antonio do aracangua,SP,1
santo antonio do aventureiro,MG,1
santo antonio do caiua,PR,1
santo antonio do canaa,ES,1
santo antonio do leste,MT,1
santo antonio do leverger,MT,1
santo antonio do pinhal,SP,1
santo antonio dos campos,MG,1
santo eduardo,RJ,1
santo expedito do sul,RS,1
santo hipolito,MG,1
sao benedito,MG,1
sao benedito do rio preto,MA,1
sao benedito do sul,PE,1
sao bentinho,PB,1
sao bento,MA,1
sao bento do una,PE,1
sao bernardino,SC,1
sao bonifacio,SC,1
sao bras,AL,1
sao bras do suacui,MG,1
sao cristovao do sul,SC,1
sao desiderio,BA,1
sao domingos,PE,1
sao domingos,SC,1
sao domingos das dores,MG,1
sao domingos do araguaia,PA,1
sao domingos do maranhao,MA,1
sao felix,BA,1
sao felix de minas,MG,1
sao fernando,RN,1
sao francisco,SE,1
sao francisco,SP,1
sao francisco de paula,MG,1
sao francisco do brejao,MA,1
sao francisco do gloria,MG,1
sao francisco do guapore,RO,1
sao geraldo da piedade,MG,1
sao geraldo do baguari,MG,1
sao goncalo do abaete,MG,1
sao goncalo do rio das pedras,MG,1
sao joao da mata,MG,1
sao joao da parauna,GO,1
sao joao da ponte,MG,1
sao joao da urtiga,RS,1
sao joao das missoes,MG,1
sao joao do paraiso,MA,1
sao joao do sobrado,ES,1
sao joao do sul,SC,1
sao jorge,RS,1
sao jorge d'oeste,PR,1
sao jorge do oeste,PR,1
sao jose da tapera,AL,1
sao jose da vitoria,BA,1
sao jose de uba,RJ,1
sao jose do belmonte,PE,1
sao jose do divino,MG,1
sao jose do divino,PI,1
sao jose do goiabal,MG,1
sao jose do hortencio,RS,1
sao jose do inhacora,RS,1
sao jose do piaui,PI,1
sao jose do ribeirao,RJ,1
sao jose do rio claro,MT,1
sao jose do serido,RN,1
sao jose dos cordeiros,PB,1
sao jose dos quatro marcos,MT,1
sao lourenco do piaui,PI,1
sao ludgero,SC,1
sao luis do curu,CE,1
sao luiz do norte,GO,1
sao mamede,PB,1
sao martinho,RS,1
sao mateus de minas,MG,1
sao miguel das matas,BA,1
sao miguel do aleixo,SE,1
sao nicolau,RS,1
sao patricio,GO,1
sao paulo do potengi,RN,1
sao pedro da agua branca,MA,1
sao pedro de alcantara,SC,1
sao pedro do butia,RS,1
sao pedro do iguacu,PR,1
sao rafael,RN,1
sao sebastiao da amoreira,PR,1
sao sebastiao da boa vista,PA,1
sao sebastiao da serra,SP,1
sao sebastiao do rio verde,MG,1
sao vendelino,RS,1
sao vicente,RN,1
sao vicente ferrer,MA,1
sao vitor,MG,1
sape,PB,1
sapopema,PR,1
sapucaia,MG,1
sarapui,SP,1
sardoa,MG,1
sarutaia,SP,1
satiro dias,BA,1
saubara,BA,1
sebastiao leal,PI,1
seberi,RS,1
sede alvorada,PR,1
segredo,RS,1
senador cortes,MG,1
senador jose porfirio,PA,1
senador la rocque,MA,1
senador modestino goncalves,MG,1
senador salgado filho,RS,1
senhora dos remedios,MG,1
sento se,BA,1
serio,RS,1
serra azul,SP,1
serra de sao bento,RN,1
serra do salitre,MG,1
serra dos dourados,PR,1
serrania,MG,1
serranopolis,GO,1
serranopolis de minas,MG,1
serranopolis do iguacu,PR,1
serrita,PE,1
sertania,PE,1
sete de setembro,RS,1
severiano melo,RN,1
silvano,MG,1
silveira carvalho,MG,1
silveira martins,RS,1
simolandia,GO,1
simplicio mendes,PI,1
siriji,PE,1
sitio do quinto,BA,1
sitio novo,MA,1
sitio novo,RN,1
sobralia,MG,1
solanea,PB,1
sonora,MS,1
sulina,PR,1
sume,PB,1
tabapora,MT,1
taboquinhas,BA,1
tacuru,MS,1
taguatinga,TO,1
taiacu,SP,1
tamandare,PE,1
tamarana,PR,1
tangara,SC,1
taparuba,MG,1
tapejara,PR,1
tapera,RS,1
tapinas,SP,1
tapirai,SP,1
taquarana,AL,1
tavares,RS,1
tecainda,SP,1
teixeira,PB,1
telha,SE,1
teodoro sampaio,BA,1
terenos,MS,1
teresina de goias,GO,1
terezinha,PE,1
terra nova,PE,1
tibau do sul,RN,1
tobias barreto,SE,1
tocos,RJ,1
tocos do moji,MG,1
tome-acu,PA,1
trabiju,SP,1
tracuateua,PA,1
traipu,AL,1
travesseiro,RS,1
tres arroios,RS,1
trombas,GO,1
tuiuti,SP,1
tumiritinga,MG,1
tunapolis,SC,1
tuparece,MG,1
tuparendi,RS,1
tuparetama,PE,1
tupassi,PR,1
turvelandia,GO,1
turvolandia,MG,1
tutoia,MA,1
ubai,MG,1
ubirajara,SP,1
ulianopolis,PA,1
umburanas,BA,1
una,BA,1
uniao da serra,RS,1
uniao do oeste,SC,1
uniao do sul,MT,1
uniao dos palmares,AL,1
unistalda,RS,1
urai,PR,1
uruburetama,CE,1
urucuia,MG,1
valao do barro,RJ,1
vale do sol,RS,1
valentim gentil,SP,1
vanini,RS,1
vargeao,SC,1
vargem,SP,1
vargem alegre,RJ,1
vargem grande do rio pardo,MG,1
varzea,PB,1
varzea alegre,CE,1
varzea do poco,BA,1
varzea nova,BA,1
varzedo,BA,1
venda branca,SP,1
venturosa,PE,1
vera cruz,RN,1
vera cruz do oeste,PR,1
vere,PR,1
vermelho,MG,1
vermelho novo,MG,1
vespasiano correa,RS,1
vicencia,PE,1
vicentina,MS,1
vicosa,RN,1
vieiras,MG,1
vigia,PA,1
vila bela da santissima trindade,MT,1
vila flor,RN,1
vila nova,PR,1
vila reis,PR,1
virginia,MG,1
virgolandia,MG,1
viseu,PA,1
vista alegre,RS,1
vitoria,PR,1
vitoria das missoes,RS,1
vitoria do mearim,MA,1
vitorino,PR,1
wagner,BA,1
wenceslau guimaraes,BA,1
xexeu,PE,1
zortea,SC,1
